Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Peptides TMT_BP123	Peptides TMT_BP456	Razor + unique peptides TMT_BP123	Razor + unique peptides TMT_BP456	Unique peptides TMT_BP123	Unique peptides TMT_BP456	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Fraction average	Fraction 1	Fraction 2	Q-value	Score	Reporter intensity corrected 1	Reporter intensity corrected 2	Reporter intensity corrected 3	Reporter intensity corrected 4	Reporter intensity corrected 5	Reporter intensity corrected 6	Reporter intensity 1	Reporter intensity 2	Reporter intensity 3	Reporter intensity 4	Reporter intensity 5	Reporter intensity 6	Reporter intensity count 1	Reporter intensity count 2	Reporter intensity count 3	Reporter intensity count 4	Reporter intensity count 5	Reporter intensity count 6	Reporter intensity corrected 1 TMT_BP123	Reporter intensity corrected 2 TMT_BP123	Reporter intensity corrected 3 TMT_BP123	Reporter intensity corrected 4 TMT_BP123	Reporter intensity corrected 5 TMT_BP123	Reporter intensity corrected 6 TMT_BP123	Reporter intensity corrected 1 TMT_BP456	Reporter intensity corrected 2 TMT_BP456	Reporter intensity corrected 3 TMT_BP456	Reporter intensity corrected 4 TMT_BP456	Reporter intensity corrected 5 TMT_BP456	Reporter intensity corrected 6 TMT_BP456	Reporter intensity 1 TMT_BP123	Reporter intensity 2 TMT_BP123	Reporter intensity 3 TMT_BP123	Reporter intensity 4 TMT_BP123	Reporter intensity 5 TMT_BP123	Reporter intensity 6 TMT_BP123	Reporter intensity 1 TMT_BP456	Reporter intensity 2 TMT_BP456	Reporter intensity 3 TMT_BP456	Reporter intensity 4 TMT_BP456	Reporter intensity 5 TMT_BP456	Reporter intensity 6 TMT_BP456	Reporter intensity count 1 TMT_BP123	Reporter intensity count 2 TMT_BP123	Reporter intensity count 3 TMT_BP123	Reporter intensity count 4 TMT_BP123	Reporter intensity count 5 TMT_BP123	Reporter intensity count 6 TMT_BP123	Reporter intensity count 1 TMT_BP456	Reporter intensity count 2 TMT_BP456	Reporter intensity count 3 TMT_BP456	Reporter intensity count 4 TMT_BP456	Reporter intensity count 5 TMT_BP456	Reporter intensity count 6 TMT_BP456	Sequence coverage TMT_BP123 [%]	Sequence coverage TMT_BP456 [%]	Intensity	Intensity TMT_BP123	Intensity TMT_BP456	MS/MS count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
P51580	P51580	4	4	4	Thiopurine S-methyltransferase	TPMT	sp|P51580|TPMT_HUMAN Thiopurine S-methyltransferase OS=Homo sapiens OX=9606 GN=TPMT PE=1 SV=1	1	4	4	4	4	3	4	3	4	3	20.8	20.8	20.8	28.18	245	245	1.55	5	6	0	14.631	117100	127880	131200	134710	142940	132640	110960	127200	137830	133670	144360	128580	10	10	10	10	10	10	67960	79936	64043	78505	73789	64460	49144	47940	67154	56210	69152	68177	64423	78962	68977	77057	74784	62615	46541	48242	68852	56615	69578	65967	5	5	5	5	5	5	5	5	5	5	5	5	20.8	15.9	241760000	119730000	122030000	11				1378	8898;11202;18990;23652	True;True;True;True	8900;11212;19015;23676	25125;25126;25127;25128;32058;32059;54449;66997;66998;66999;67000	25885;25886;25887;25888;33046;33047;56199;68989;68990;68991;68992	25887;33046;56199;68990		
P51610	P51610	10	10	10	Host cell factor 1;HCF N-terminal chain 1;HCF N-terminal chain 2;HCF N-terminal chain 3;HCF N-terminal chain 4;HCF N-terminal chain 5;HCF N-terminal chain 6;HCF C-terminal chain 1;HCF C-terminal chain 2;HCF C-terminal chain 3;HCF C-terminal chain 4;HCF C-terminal chain 5;HCF C-terminal chain 6	HCFC1	sp|P51610|HCFC1_HUMAN Host cell factor 1 OS=Homo sapiens OX=9606 GN=HCFC1 PE=1 SV=2	1	10	10	10	6	7	6	7	6	7	9	9	9	208.73	2035	2035	1.38	8	5	0	52.331	156760	167830	212760	167670	247510	213240	148530	167700	218900	170670	246550	207230	11	11	11	11	11	11	45126	60628	57867	58719	78663	66644	111640	107200	154900	108950	168850	146590	42813	59651	61115	58766	78559	64806	105720	108050	157780	111900	167990	142430	5	5	5	5	5	5	6	6	6	6	6	6	5.4	6.2	204070000	62539000	141530000	13				1379	2212;2749;2784;4191;8918;10452;11546;25175;25456;25558	True;True;True;True;True;True;True;True;True;True	2203;2735;2770;4181;8920;10458;11558;25202;25484;25586	6273;7758;7759;7830;11804;25191;29576;33149;33150;71351;72210;72211;72543	6469;7986;7987;8058;12104;25955;30446;34170;34171;73448;74338;74339;74684	6469;7986;8058;12104;25955;30446;34171;73448;74338;74684		
P51617	P51617	2	2	2	Interleukin-1 receptor-associated kinase 1	IRAK1	sp|P51617|IRAK1_HUMAN Interleukin-1 receptor-associated kinase 1 OS=Homo sapiens OX=9606 GN=IRAK1 PE=1 SV=2	1	2	2	2	1	2	1	2	1	2	3.7	3.7	3.7	76.536	712	712	1.33	2	1	0.001371	2.6493	14208	14488	20736	13871	19664	18344	13458	14549	21088	14244	19658	17780	3	3	3	3	3	3	1643.1	1999.4	1378.4	1246.8	2326.2	1461.1	12565	12489	19357	12624	17337	16883	1557.9	1968.6	1488.2	1274.6	2284.9	1438.3	11900	12580	19600	12970	17373	16342	1	1	1	1	1	1	2	2	2	2	2	2	1.5	3.7	20807000	1222800	19584000	3				1380	4179;23723	True;True	4169;23747	11767;67178;67179	12064;69173;69174	12064;69174		
P51648	P51648	6	6	6	Fatty aldehyde dehydrogenase	ALDH3A2	sp|P51648|AL3A2_HUMAN Aldehyde dehydrogenase family 3 member A2 OS=Homo sapiens OX=9606 GN=ALDH3A2 PE=1 SV=1	1	6	6	6	5	5	5	5	5	5	14	14	14	54.847	485	485	1.7	3	7	0	17.872	355610	421710	467310	415360	562890	451770	337120	418220	486300	418580	561120	440170	10	10	10	10	10	10	190170	255520	258410	261760	320010	230520	165440	166190	208900	153600	242880	221250	180420	251600	271750	261100	319270	225550	156700	166620	214560	157480	241850	214620	5	5	5	5	5	5	5	5	5	5	5	5	11.3	12.6	270280000	146640000	123640000	10				1381	7154;11480;16435;19218;22815;28331	True;True;True;True;True;True	7151;11492;16465;19243;22841;28367	20097;32969;32970;47190;47191;55045;55046;64709;64710;80572	20689;33989;33990;48759;48760;56799;56800;66658;66659;83027	20689;33990;48760;56800;66659;83027		
P51649	P51649	10	10	10	Succinate-semialdehyde dehydrogenase, mitochondrial	ALDH5A1	sp|P51649|SSDH_HUMAN Succinate-semialdehyde dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=ALDH5A1 PE=1 SV=2	1	10	10	10	9	7	9	7	9	7	36.8	36.8	36.8	57.214	535	535	1.36	18	10	0	63.16	310400	340350	355130	344540	407570	348250	294130	338570	371970	343990	408900	338540	28	28	28	28	28	28	175130	213560	178060	210750	224960	175780	135270	126800	177080	133790	182610	172460	166050	210680	190990	207900	226060	171440	128080	127890	180980	136090	182840	167100	15	15	15	15	15	15	13	13	13	13	13	13	33.8	27.1	414650000	243180000	171460000	28				1382	7459;12294;14328;18336;19143;20351;23864;25436;27184;27806	True;True;True;True;True;True;True;True;True;True	7458;12309;14348;18358;19168;20377;23888;25464;27218;27842	21003;35459;35460;41138;41139;52419;52420;52421;52422;52423;52424;52425;52426;52427;52428;52429;54859;58063;58064;67608;72154;72155;72156;77199;77200;79073;79074;79075	21601;36587;36588;42490;42491;54099;54100;54101;54102;54103;54104;54105;54106;54107;54108;54109;56611;59847;59848;69635;74282;74283;74284;79465;79466;81499;81500;81501	21601;36588;42490;54100;56611;59847;69635;74282;79465;81499		
P51654;REV__Q96HE7	P51654	13;1	13;1	13;1	Glypican-3;Secreted glypican-3	GPC3	sp|P51654|GPC3_HUMAN Glypican-3 OS=Homo sapiens OX=9606 GN=GPC3 PE=1 SV=1	2	13	13	13	13	13	13	13	13	13	33.4	33.4	33.4	65.562	580	580;468	1.47	34	30	0	55.298	899780	1026300	1074700	1090200	1282500	1066400	852810	1018900	1127500	1085900	1286000	1037600	64	64	63	64	64	63	379150	576110	566410	617240	629000	471660	520620	450180	508280	472920	653520	594700	360030	564200	598020	610080	632650	460750	492780	454700	529450	475770	653350	576880	32	32	31	32	32	31	32	32	32	32	32	32	33.4	33.4	6853700000	2973500000	3880200000	64				1383	7645;8193;10028;10094;11011;13063;14512;16069;18581;18931;21674;25470;27933	True;True;True;True;True;True;True;True;True;True;True;True;True	7644;8193;10034;10100;11021;13081;14533;16098;18603;18956;21703;25498;27969	21514;21515;21516;23069;23070;23071;23072;23073;23074;23075;23076;23077;23078;28435;28436;28610;28611;28612;28613;31448;31449;31450;31451;31452;31453;31454;37709;37710;37711;41702;41703;41704;41705;41706;46200;46201;46202;46203;46204;46205;46206;46207;53177;53178;54275;54276;54277;54278;54279;54280;61549;61550;61551;72253;72254;72255;72256;72257;72258;79428;79429;79430;79431;79432	22124;22125;22126;23750;23751;23752;23753;23754;23755;23756;23757;23758;23759;29270;29271;29457;29458;29459;29460;32410;32411;32412;32413;32414;32415;32416;38938;38939;38940;43071;43072;43073;43074;43075;47757;47758;47759;47760;47761;47762;47763;47764;54867;54868;56022;56023;56024;56025;56026;56027;63387;63388;63389;74382;74383;74384;74385;74386;74387;81864;81865;81866;81867;81868	22124;23754;29270;29458;32413;38939;43073;47760;54867;56024;63387;74386;81867		
P51659	P51659	24	24	24	Peroxisomal multifunctional enzyme type 2;(3R)-hydroxyacyl-CoA dehydrogenase;Enoyl-CoA hydratase 2	HSD17B4	sp|P51659|DHB4_HUMAN Peroxisomal multifunctional enzyme type 2 OS=Homo sapiens OX=9606 GN=HSD17B4 PE=1 SV=3	1	24	24	24	23	20	23	20	23	20	47.1	47.1	47.1	79.685	736	736	1.32	55	26	0	172.61	1579900	1734600	1757300	1795000	1963200	1725600	1497200	1724600	1847400	1783200	1977200	1675800	82	82	82	82	82	82	848330	1005800	841190	1050900	997670	845160	731620	728780	916080	744100	965570	880420	804220	993620	904040	1030900	1009800	821840	692940	731020	943330	752320	967380	853990	43	43	43	43	43	43	39	39	39	39	39	39	46.1	41.2	3601300000	1811700000	1789600000	82				1384	350;2501;2548;2796;7728;8166;8902;9964;11573;11673;11684;12103;12699;14018;15176;16461;21469;22744;24458;25574;26537;26779;27025;27481	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	344;2487;2534;2782;7727;8166;8904;9969;11585;11685;11696;12116;12716;14038;15199;16491;21498;22768;24483;25602;26570;26812;27059;27517	929;930;7059;7180;7181;7182;7183;7855;7856;7857;7858;7859;21734;21735;23012;23013;23014;23015;25135;25136;25137;28234;28235;33221;33222;33223;33224;33547;33577;33578;33579;33580;33581;34817;34818;34819;36623;36624;36625;36626;40365;43683;43684;43685;43686;47258;47259;47260;47261;47262;47263;61040;64499;64500;69346;69347;72594;72595;72596;72597;72598;72599;72600;72601;75441;75442;75443;75444;75445;76132;76133;76821;76822;76823;76824;76825;76826;78132;78133;78134;78135	978;979;7266;7387;7388;7389;7390;8083;8084;8085;8086;8087;22344;22345;23688;23689;23690;23691;25895;25896;25897;29065;29066;34243;34244;34245;34246;34600;34630;34631;34632;34633;34634;35897;35898;35899;37809;37810;37811;37812;41708;45157;45158;45159;45160;48829;48830;48831;48832;48833;48834;62873;66433;66434;71416;71417;74745;74746;74747;74748;74749;74750;74751;74752;74753;77674;77675;77676;77677;77678;78379;78380;79085;79086;79087;79088;79089;79090;80544;80545;80546;80547	978;7266;7389;8084;22344;23691;25897;29066;34245;34600;34633;35897;37810;41708;45158;48834;62873;66434;71417;74749;77678;78380;79087;80546		
P51665	P51665	9	9	9	26S proteasome non-ATPase regulatory subunit 7	PSMD7	sp|P51665|PSMD7_HUMAN 26S proteasome non-ATPase regulatory subunit 7 OS=Homo sapiens OX=9606 GN=PSMD7 PE=1 SV=2	1	9	9	9	8	7	8	7	8	7	40.7	40.7	40.7	37.025	324	324	1.36	14	8	0	68.9	485540	529800	511210	606190	591440	534770	460080	526580	542630	596240	599000	518860	26	26	26	26	26	26	313490	356480	285430	408110	354180	308050	172050	173310	225780	198080	237260	226720	297120	352730	309950	397410	360290	299280	162960	173850	232680	198820	238710	219580	13	13	13	13	13	13	13	13	13	13	13	13	37.3	34.3	594800000	309460000	285340000	26				1385	4061;4677;5872;12952;23503;24032;24653;27443;27545	True;True;True;True;True;True;True;True;True	4050;4669;5868;12970;23527;24056;24679;27478;27581	11414;11415;11416;11417;13180;13181;16629;37413;37414;66541;68047;68048;68049;69928;69929;69930;69931;77951;78317;78318;78319;78320	11704;11705;11706;11707;13591;13592;17156;38625;38626;68511;70077;70078;70079;72014;72015;72016;72017;80229;80729;80730;80731;80732;80733;80734;80735;80736	11704;13592;17156;38626;68511;70079;72016;80229;80730		
P51668	P51668	2	1	1	Ubiquitin-conjugating enzyme E2 D1	UBE2D1	sp|P51668|UB2D1_HUMAN Ubiquitin-conjugating enzyme E2 D1 OS=Homo sapiens OX=9606 GN=UBE2D1 PE=1 SV=1	1	2	1	1	2	0	1	0	1	0	30.6	18.4	18.4	16.602	147	147	1	1		0.005536	1.4725	1486.9	2316	1571	2536.3	1937.2	1345.2	1412.2	2256.1	1741.2	2453	1972.8	1318.2	1	1	1	1	1	1	1486.9	2316	1571	2536.3	1937.2	1345.2	0	0	0	0	0	0	1412.2	2256.1	1741.2	2453	1972.8	1318.2	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	30.6	0	975310	975310	0	1				1386	13078;26588	False;True	13096;26621	37748;75578	38978;77813	38978;77813		
P51687	P51687	3	3	3	Sulfite oxidase, mitochondrial	SUOX	sp|P51687|SUOX_HUMAN Sulfite oxidase, mitochondrial OS=Homo sapiens OX=9606 GN=SUOX PE=1 SV=2	1	3	3	3	2	3	2	3	2	3	8.6	8.6	8.6	60.282	545	545	1.67	2	4	0	11.885	71704	76002	92087	74333	105460	93253	67934	75922	95028	75440	105250	90546	6	6	6	6	6	6	26688	27484	29352	26513	33835	29074	45016	48518	62735	47820	71620	64179	25281	27443	30621	26638	33859	28258	42653	48479	64407	48802	71393	62288	3	3	3	3	3	3	3	3	3	3	3	3	6.8	8.6	44589000	17245000	27343000	6				1387	2557;25535;27550	True;True;True	2543;25563;27586	7219;7220;7221;72470;72471;78333	7429;7430;7431;74611;74612;80749	7431;74612;80749		
P51688	P51688	10	10	10	N-sulphoglucosamine sulphohydrolase	SGSH	sp|P51688|SPHM_HUMAN N-sulphoglucosamine sulphohydrolase OS=Homo sapiens OX=9606 GN=SGSH PE=1 SV=1	1	10	10	10	9	8	9	8	9	8	29.3	29.3	29.3	56.695	502	502	1.44	19	15	0	31.986	312520	332520	205630	341110	267060	363100	296100	329330	230280	329870	277420	348390	33	33	33	33	34	34	186230	190410	85507	218950	126810	158850	126290	142110	120120	122170	140240	204250	176410	188550	102440	208250	133790	152710	119690	140780	127840	121620	143630	195680	17	17	17	17	18	18	16	16	16	16	16	16	25.3	23.1	351970000	194860000	157110000	34				1388	493;7749;8036;12504;16968;17363;22594;23040;24677;27868	True;True;True;True;True;True;True;True;True;True	485;7749;8036;12521;16998;17391;22619;23066;24703;27904	1349;1350;1351;1352;1353;1354;21780;21781;21782;22650;36061;36062;36063;36064;36065;36066;36067;48688;48689;49837;49838;49839;49840;49841;49842;49843;49844;64108;64109;65334;65335;65336;70006;79230	1403;1404;1405;1406;1407;1408;22390;22391;22392;23306;37222;37223;37224;37225;37226;37227;37228;50276;50277;51467;51468;51469;51470;51471;51472;51473;51474;66032;66033;67289;67290;67291;72093;81658	1408;22392;23306;37223;50277;51471;66032;67291;72093;81658		
P51784;Q13107	P51784	7;1	7;1	7;1	Ubiquitin carboxyl-terminal hydrolase 11	USP11	sp|P51784|UBP11_HUMAN Ubiquitin carboxyl-terminal hydrolase 11 OS=Homo sapiens OX=9606 GN=USP11 PE=1 SV=3	2	7	7	7	7	7	7	7	7	7	11.3	11.3	11.3	109.82	963	963;963	1.43	8	6	0	34.207	179940	185300	190610	193280	239330	203710	170460	184930	200260	192860	239690	198050	13	13	13	13	13	13	100580	109770	95126	112900	118190	99074	79361	75533	95481	80380	121140	104630	95309	108950	101750	111290	119080	96377	75149	75975	98506	81573	120610	101680	7	7	7	7	7	7	6	6	6	6	6	6	11.3	11.3	144550000	76541000	68013000	14				1389	7675;8305;17746;18218;19031;23305;25927	True;True;True;True;True;True;True	7674;8306;17770;18240;19056;23329;25956	21578;21579;23397;23398;50818;50819;52133;52134;54560;54561;66031;66032;73579;73580	22188;22189;24084;24085;52465;52466;53811;53812;56310;56311;67992;67993;75750;75751	22189;24085;52465;53811;56311;67992;75751		
P51812;Q15349;Q9UK32	P51812	27;7;4	27;7;4	20;1;2	Ribosomal protein S6 kinase alpha-3	RPS6KA3	sp|P51812|KS6A3_HUMAN Ribosomal protein S6 kinase alpha-3 OS=Homo sapiens OX=9606 GN=RPS6KA3 PE=1 SV=1	3	27	27	20	23	20	23	20	17	15	43.5	43.5	33.5	83.735	740	740;733;745	1.37	41	24	0	95.661	835830	866570	887470	875840	902790	809350	791790	864420	930680	870000	911930	785490	47	47	47	47	47	47	456080	469120	367460	487430	430830	355730	379750	397450	520020	388410	471960	453620	432030	466570	398020	476200	437240	346230	359760	397850	532660	393790	474690	439260	24	24	24	24	24	24	23	23	23	23	23	23	39.1	35.9	1318600000	594630000	723970000	48				1390	711;3879;4088;4367;4816;5329;6003;6065;7120;7121;7503;8561;9388;11219;12735;13598;15068;15193;15329;16724;17186;17307;17666;18979;20922;25177;28870	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	702;3867;4077;4358;4808;5325;5999;6061;7117;7118;7502;8562;9392;11229;12753;13617;15090;15216;15353;16754;17216;17335;17691;19004;20948;25204;28910	1973;10868;11486;11487;11488;11489;12369;13602;15089;15090;17009;17010;17011;17012;17013;17014;17015;17173;17174;20021;20022;21121;21122;21123;24135;24136;26611;32105;32106;36746;39237;43335;43336;43722;43723;43724;43725;44118;44119;44120;47997;47998;49352;49353;49354;49355;49691;49692;49693;50609;50610;50611;50612;54409;54410;54411;59536;59537;71355;71356;71357;82169;82170;82171;82172	2039;11149;11776;11777;11778;11779;12764;14021;15545;15546;17545;17546;17547;17548;17549;17550;17551;17709;17710;20612;20613;21719;21720;21721;24856;24857;27405;33093;33094;37934;40546;44784;44785;45196;45197;45198;45199;45607;45608;45609;49576;49577;50967;50968;50969;50970;51314;51315;51316;52251;52252;52253;52254;56157;56158;56159;61346;61347;73452;73453;73454;84680;84681;84682;84683	2039;11149;11779;12764;14021;15545;17547;17709;20612;20613;21720;24856;27405;33093;37934;40546;44784;45196;45608;49577;50970;51316;52253;56159;61347;73454;84683		
P51857	P51857	9	9	9	3-oxo-5-beta-steroid 4-dehydrogenase	AKR1D1	sp|P51857|AK1D1_HUMAN Aldo-keto reductase family 1 member D1 OS=Homo sapiens OX=9606 GN=AKR1D1 PE=1 SV=1	1	9	9	9	7	7	7	7	7	7	35	35	35	37.376	326	326	1.48	11	10	0	26.782	580060	589360	609330	633650	725030	629210	549440	588650	640450	629840	728620	611340	21	21	21	21	21	21	343520	361840	294790	396960	382140	320520	236530	227520	314550	236690	342880	308690	325450	359560	318760	388450	386440	311790	223990	229090	321690	241390	342180	299550	11	11	11	11	11	11	10	10	10	10	10	10	26.7	30.1	7514200000	3535900000	3978200000	21				1391	3804;7804;8664;10994;11033;22531;22753;23614;25474	True;True;True;True;True;True;True;True;True	3792;7804;8666;11004;11043;22557;22777;23638;25502	10649;10650;21925;24464;31395;31396;31523;31524;63951;63952;63953;63954;63955;63956;63957;63958;64516;64517;64518;66875;72269	10926;10927;22536;25218;32353;32354;32485;32486;65874;65875;65876;65877;65878;65879;65880;65881;66450;66451;66452;68865;74398	10926;22536;25218;32354;32486;65879;66452;68865;74398		
P51858;Q9Y3E1	P51858	16;1	16;1	15;0	Hepatoma-derived growth factor	HDGF	sp|P51858|HDGF_HUMAN Hepatoma-derived growth factor OS=Homo sapiens OX=9606 GN=HDGF PE=1 SV=1	2	16	16	15	15	13	15	13	14	12	65.8	65.8	62.5	26.788	240	240;203	1.73	14	38	0	125.1	1116000	1470800	1790100	1353000	1717400	1494200	1058600	1453700	1841500	1373000	1719500	1451600	49	49	49	49	49	49	359190	791790	701730	698760	813450	726100	756770	678980	1088400	654220	903950	768070	342210	765030	743640	696610	817610	704800	716410	688690	1097900	676360	901930	746800	24	24	24	24	24	24	25	25	25	25	25	25	58.8	56.7	3190600000	1485600000	1705000000	49				1392	2260;4051;4954;5012;5013;9340;9937;10066;10067;10718;13458;13993;19104;21709;21710;28681	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	2251;4040;4947;5006;5007;9344;9942;10072;10073;10728;13477;14013;19129;21738;21739;28721	6441;6442;6443;6444;6445;6446;6447;6448;11387;14001;14002;14003;14004;14005;14006;14185;14186;14187;14188;14189;14190;26480;26481;26482;26483;28142;28531;28532;28533;28534;28535;28536;30488;30489;30490;30491;38811;38812;38813;38814;40291;54748;54749;54750;54751;61633;61634;61635;61636;61637;61638;81649	6642;6643;6644;6645;6646;6647;6648;6649;6650;11676;14431;14432;14433;14434;14435;14436;14621;14622;14623;14624;14625;14626;27273;27274;27275;27276;28970;29376;29377;29378;29379;29380;29381;31416;31417;31418;31419;31420;40085;40086;40087;40088;41634;56499;56500;56501;56502;63471;63472;63473;63474;63475;63476;84150	6645;11676;14431;14622;14625;27274;28970;29376;29381;31419;40085;41634;56501;63471;63476;84150		
P51948	P51948	2	2	2	CDK-activating kinase assembly factor MAT1	MNAT1	sp|P51948|MAT1_HUMAN CDK-activating kinase assembly factor MAT1 OS=Homo sapiens OX=9606 GN=MNAT1 PE=1 SV=1	1	2	2	2	1	2	1	2	1	2	9.4	9.4	9.4	35.823	309	309	2		3	0	7.3115	46172	49108	51377	48965	54125	44058	43745	48933	53746	48825	54370	42904	3	3	3	3	3	3	17693	22971	17255	22789	20918	17980	28479	26137	34123	26177	33206	26077	16782	22569	18751	22291	21214	17475	26963	26364	34995	26534	33156	25429	1	1	1	1	1	1	2	2	2	2	2	2	5.2	9.4	21978000	6545000	15433000	3				1393	8860;27040	True;True	8862;27074	25020;76858;76859	25779;79122;79123	25779;79123		
P51956	P51956	1	1	1	Serine/threonine-protein kinase Nek3	NEK3	sp|P51956|NEK3_HUMAN Serine/threonine-protein kinase Nek3 OS=Homo sapiens OX=9606 GN=NEK3 PE=1 SV=2	1	1	1	1	1	1	1	1	1	1	5.1	5.1	5.1	57.704	506	506	2		2	0	9.5625	5661.4	6335.8	7787.4	7538.2	13126	9484.9	5365.3	6312.5	8101.3	7643.6	12956	9279.4	2	2	2	2	2	2	2942.3	3074.7	2912.1	3081.8	6295.8	3818.8	2719	3261	4875.3	4456.5	6830	5666.1	2787.4	3062.4	3093.2	3139.2	6166.7	3765.5	2577.8	3250.1	5008.1	4504.4	6788.9	5513.9	1	1	1	1	1	1	1	1	1	1	1	1	5.1	5.1	4603000	2092900	2510100	2				1394	19290	True	19315	55232;55233	56986;56987	56987		
P51965	P51965	1	1	1	Ubiquitin-conjugating enzyme E2 E1	UBE2E1	sp|P51965|UB2E1_HUMAN Ubiquitin-conjugating enzyme E2 E1 OS=Homo sapiens OX=9606 GN=UBE2E1 PE=1 SV=1	1	1	1	1	1	1	1	1	1	1	8.8	8.8	8.8	21.404	193	193	2		2	0	5.1377	20371	19542	18497	23974	19654	18132	19290	19560	19734	23392	20085	17581	2	2	2	2	2	2	10195	8075.8	8384.6	10867	9282.1	5637.5	10176	11467	10112	13107	10372	12495	9646.6	8195.7	8895.7	10612	9369.7	5558.4	9643.7	11364	10838	12780	10715	12023	1	1	1	1	1	1	1	1	1	1	1	1	8.8	8.8	13513000	6384400	7128800	2				1395	2342	True	2332	6665;6666	6869;6870	6870		
P51970	P51970	2	2	2	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8	NDUFA8	sp|P51970|NDUA8_HUMAN NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8 OS=Homo sapiens OX=9606 GN=NDUFA8 PE=1 SV=3	1	2	2	2	1	2	1	2	1	2	21.5	21.5	21.5	20.105	172	172	1	4		0	12.64	49242	54825	75422	39841	83411	55301	46665	54751	76461	42441	81812	54302	4	4	4	4	4	4	7325.7	10280	10825	8196.2	16016	11860	41916	44545	64597	31645	67395	43441	6952.2	10109	11254	8476.8	15774	11592	39713	44642	65207	33964	66038	42711	1	1	1	1	1	1	3	3	3	3	3	3	8.7	21.5	82175000	29225000	52949000	4				1396	33;10778	True;True	31;10788	56;57;58;30713	57;58;59;31661	58;31661		
P51991	P51991	19	19	17	Heterogeneous nuclear ribonucleoprotein A3	HNRNPA3	sp|P51991|ROA3_HUMAN Heterogeneous nuclear ribonucleoprotein A3 OS=Homo sapiens OX=9606 GN=HNRNPA3 PE=1 SV=2	1	19	19	17	19	19	19	19	17	17	45.2	45.2	43.4	39.594	378	378	1.62	37	61	0	93.799	2784400	3062300	3041000	3610700	3074100	2722100	2638500	3043600	3220100	3538500	3131700	2642900	97	97	97	97	97	97	1404300	1918500	1549100	2286700	1822200	1526500	1380000	1143700	1491800	1324000	1251900	1195500	1332500	1882300	1683600	2219700	1859900	1485000	1306000	1161300	1536500	1318700	1271800	1157900	49	49	49	49	49	49	48	48	48	48	48	48	45.2	45.2	15165000000	7357700000	7807000000	97				1397	5399;5402;6791;9141;9142;9257;9454;9488;11788;11869;13680;14974;17460;19710;21038;21039;23121;27752;28320	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	5395;5398;6788;9143;9144;9259;9459;9493;11800;11881;13699;14995;17485;17486;19735;21065;21066;23145;27788;28356	15288;15289;15290;15291;15292;15293;15294;15301;15302;19162;19163;25823;25824;25825;25826;25827;25828;25829;26159;26160;26161;26162;26163;26164;26165;26166;26167;26795;26796;26797;26798;26886;26887;26888;26889;33885;33886;33887;33888;34140;34141;34142;34143;39457;39458;39459;39460;43033;43034;43035;43036;43037;43038;43039;43040;50050;50051;50052;50053;50054;50055;50056;50057;56348;56349;59847;59848;59849;59850;59851;59852;59853;59854;59855;59856;59857;59858;59859;65548;65549;65550;65551;65552;65553;65554;65555;78917;78918;78919;78920;78921;78922;80528;80529;80530;80531;80532;80533	15757;15758;15759;15760;15761;15762;15763;15771;15772;19737;19738;26596;26597;26598;26599;26600;26601;26602;26941;26942;26943;26944;26945;26946;26947;26948;26949;26950;27592;27593;27594;27595;27690;27691;27692;27693;34946;34947;34948;34949;35204;35205;35206;35207;40774;40775;40776;40777;44463;44464;44465;44466;44467;44468;44469;44470;51682;51683;51684;51685;51686;51687;51688;51689;51690;58110;58111;61662;61663;61664;61665;61666;61667;61668;61669;61670;61671;61672;61673;61674;61675;61676;61677;67503;67504;67505;67506;67507;67508;67509;67510;81341;81342;81343;81344;81345;81346;82983;82984;82985;82986;82987;82988	15762;15771;19738;26597;26599;26947;27594;27690;34947;35204;40776;44464;51684;58110;61663;61674;67508;81345;82984	79	1
